nome,rating,genero,tipo,price_com_taxa,price_sem_taxa,taxa,estoque,imagem
The Time Keeper,Five,Fiction,Books,£27.88,£27.88,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/37/d1/37d108ff5b19028a52ddd73dba35d543.jpg
The Testament of Mary,Four,Fiction,Books,£52.67,£52.67,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/06/a6/06a62270c0700ae3c537cf394cf145ee.jpg
The Star-Touched Queen,Five,Fantasy,Books,£46.02,£46.02,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/ac/1a/ac1a0546d9cdf6cd82ab7712a6c418df.jpg
The Songs of the Gods,Five,Default,Books,£44.48,£44.48,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/08/ad/08add5c58ff717da1b00d5dda3f7c637.jpg
The Song of Achilles,Five,Add a comment,Books,£37.40,£37.40,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/4e/56/4e56783b21a3a5c73e32e59241a351ac.jpg
The Rosie Project (Don Tillman #1),One,Default,Books,£54.04,£54.04,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/45/db/45db8e5d17ac3683cce97977d162dc94.jpg
The Power of Habit: Why We Do What We Do in Life and Business,Three,Default,Books,£16.88,£16.88,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/03/be/03beffe578a7839374f7060639ce914d.jpg
The Marriage of Opposites,Four,Historical Fiction,Books,£28.08,£28.08,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/33/8e/338e196723f3fb10d5c6990fe54be61d.jpg
The Lucifer Effect: Understanding How Good People Turn Evil,One,Psychology,Books,£10.40,£10.40,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/4b/2a/4b2a574e8382dcac92d046d30d2c27fc.jpg
The Long Haul (Diary of a Wimpy Kid #9),One,Humor,Books,£44.07,£44.07,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/b1/e6/b1e6c747381261cd6e60ac9d350c4bab.jpg
The Loney,One,Horror,Books,£23.40,£23.40,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/84/cc/84cc7f93a8c6c766a6297a23227e68e8.jpg
The Literature Book (Big Ideas Simply Explained),Three,Nonfiction,Books,£17.43,£17.43,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/b7/95/b79552e4f08ebad6516f6ddefbb7bd92.jpg
The Last Mile (Amos Decker #2),Two,Mystery,Books,£54.21,£54.21,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/e6/dc/e6dcc8f75214eb14edc1ce09c98f3d71.jpg
The Immortal Life of Henrietta Lacks,Two,Add a comment,Books,£40.67,£40.67,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/92/4d/924d855a0ad5774410b0bb7c71afa788.jpg
The Hidden Oracle (The Trials of Apollo #1),Two,Fantasy,Books,£52.26,£52.26,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/7c/55/7c550a26f03e12343d0c6b4474b3eb1e.jpg
The Help Yourself Cookbook for Kids: 60 Easy Plant-Based Recipes Kids Can Make to Stay Healthy and Save the Earth,Three,Food and Drink,Books,£28.77,£28.77,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/bc/eb/bceb609c54f7739682b319a27a5b9783.jpg
The Guilty (Will Robie #4),Two,Thriller,Books,£13.82,£13.82,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/7f/fd/7ffdc9c4b7bf965990c59460da9b66b7.jpg
The First Hostage (J.B. Collins #2),Three,Fiction,Books,£25.85,£25.85,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/81/3e/813e1d11126330de52d9368e78d116cc.jpg
The Dovekeepers,One,Add a comment,Books,£48.78,£48.78,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/24/86/248641d1d03b4dbfe3a7db4e20552973.jpg
The Darkest Lie,Five,Young Adult,Books,£35.35,£35.35,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/3b/6a/3b6ae7b1d7736819f4f44605441e283e.jpg
The Bane Chronicles (The Bane Chronicles #1-11),Four,Fantasy,Books,£44.73,£44.73,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/e9/fe/e9fed5b725a6badd26ef93175fdc248b.jpg
The Bad-Ass Librarians of Timbuktu: And Their Race to Save the World’s Most Precious Manuscripts,One,Nonfiction,Books,£15.77,£15.77,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/c4/d7/c4d78673f6228b246d5d547c29eaa58b.jpg
The 14th Colony (Cotton Malone #11),One,Thriller,Books,£39.24,£39.24,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/5b/3e/5b3e36ce7c82e9dd8b416a23531c0121.jpg
That Darkness (Gardiner and Renner #1),One,Mystery,Books,£13.92,£13.92,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/23/b8/23b81994234ac127d701db1531a08e48.jpg
Tastes Like Fear (DI Marnie Rome #3),One,Mystery,Books,£10.69,£10.69,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/74/9b/749bca168778cf35fdb2441a9d6b403f.jpg
Take Me with You,Three,Fiction,Books,£45.21,£45.21,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/bd/ad/bdad8933d15df7d7c6f3a16a9315048b.jpg
Swell: A Year of Waves,One,Nonfiction,Books,£45.58,£45.58,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/7d/a6/7da658ca2d3fce1a9958fb754a179ba8.jpg
Superman Vol. 1: Before Truth (Superman by Gene Luen Yang #1),Five,Sequential Art,Books,£11.89,£11.89,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/31/32/3132ce8535ec612bf8588a5bc62998d4.jpg
Still Life with Bread Crumbs,Three,Fiction,Books,£26.41,£26.41,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/a3/eb/a3ebe1ca5df0d3ff3e3d2b8fb8b2a551.jpg
Steve Jobs,Five,Default,Books,£39.50,£39.50,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/70/a4/70a49dbcdbbdbc8b7264d254d8197ecd.jpg
Sorting the Beef from the Bull: The Science of Food Fraud Forensics,Four,Science,Books,£44.74,£44.74,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/5d/a5/5da545b9d44464af8b3d0a9511a050ca.jpg
Someone Like You (The Harrisons #2),Five,Contemporary,Books,£52.79,£52.79,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/03/67/03672d82cd257167775d88568d2cce38.jpg
"So Cute It Hurts!!, Vol. 6 (So Cute It Hurts!! #6)",Four,Sequential Art,Books,£35.43,£35.43,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/53/ea/53ead08572cc44510da38edf559722d1.jpg
Shtum,Four,Fiction,Books,£55.84,£55.84,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/63/62/63623a0b014b1f26e49aa61786e6e708.jpg
See America: A Celebration of Our National Parks & Treasured Sites,Three,Travel,Books,£48.87,£48.87,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/c7/1a/c71a85dbf8c2dbc75cb271026618477c.jpg
salt.,Four,Poetry,Books,£46.78,£46.78,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/c9/92/c9924f9637aef6d9fc8e165be62f69ee.jpg
Robin War,Three,Sequential Art,Books,£47.82,£47.82,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/08/e3/08e3fff11713d162620c920a2574e149.jpg
"Red Hood/Arsenal, Vol. 1: Open for Business (Red Hood/Arsenal #1)",Two,Sequential Art,Books,£25.48,£25.48,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/7a/23/7a2319e460168eff8d91828ff380849c.jpg
Rain Fish,Three,Childrens,Books,£23.57,£23.57,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/ea/1f/ea1f22fa3179f3f84fbadd24fe89a1fd.jpg
"Quarter Life Poetry: Poems for the Young, Broke and Hangry",Five,Poetry,Books,£50.89,£50.89,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/68/92/68922093080c377fa521ba64d8d372e1.jpg
Pet Sematary,Three,Horror,Books,£10.56,£10.56,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/99/ef/99ef2f3987ee016bdd120a4579ef98f5.jpg
"Overload: How to Unplug, Unwind, and Unleash Yourself from the Pressure of Stress",Three,Self Help,Books,£52.15,£52.15,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/7f/6b/7f6bfd0fc24b974b4d7721899e93aa2c.jpg
Once Was a Time,Two,Childrens,Books,£18.28,£18.28,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/e6/5e/e65e45701ce6d2da8c5cf31d6208ff02.jpg
Old School (Diary of a Wimpy Kid #10),Five,Humor,Books,£11.83,£11.83,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/55/82/5582626cb185a8eb2914c15d5287afbd.jpg
No Dream Is Too High: Life Lessons From a Man Who Walked on the Moon,Two,Nonfiction,Books,£21.95,£21.95,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/c6/e5/c6e596ddbcd5d5f448d1bae14f2e09d3.jpg
"Naruto (3-in-1 Edition), Vol. 14: Includes Vols. 40, 41 & 42 (Naruto: Omnibus #14)",Two,Sequential Art,Books,£38.39,£38.39,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/0b/b8/0bb8bd42d6b58c7966ba67472a55f905.jpg
My Name Is Lucy Barton,One,Fiction,Books,£41.56,£41.56,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/28/db/28db43984c765a1d02fd3495f5c52eb6.jpg
My Mrs. Brown,Three,Fiction,Books,£24.48,£24.48,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/2d/a3/2da3464fa2010bebedfba9eca77e42be.jpg
My Kind of Crazy,One,Young Adult,Books,£40.36,£40.36,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/2b/38/2b38dc9b90299a9755fb15bed3293342.jpg
Mr. Mercedes (Bill Hodges Trilogy #1),One,Fiction,Books,£28.90,£28.90,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/65/7f/657f9a3b7c0579c7fa499dddddd59422.jpg
More Than Music (Chasing the Dream #1),Two,Add a comment,Books,£37.61,£37.61,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/e7/00/e7000cd6975d8932b9178de9386b944d.jpg
Made to Stick: Why Some Ideas Survive and Others Die,Five,Business,Books,£38.85,£38.85,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/1e/3e/1e3e1572e17ade03b21c44617fbc4d68.jpg
Luis Paints the World,Three,Childrens,Books,£53.95,£53.95,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/34/1e/341e9af2106811a4ca8e56ce92762580.jpg
Luckiest Girl Alive,Three,Default,Books,£49.83,£49.83,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/2d/61/2d6124f9d5328469e7ce5e4c04326ca5.jpg
Lowriders to the Center of the Earth (Lowriders in Space #2),Two,Sequential Art,Books,£51.51,£51.51,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/30/d0/30d033fe3d7be21522498ce2b30d58d6.jpg
Love Is a Mix Tape (Music #1),One,Music,Books,£18.03,£18.03,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/b2/43/b2430e3958014d962042a14a912151ac.jpg
Looking for Lovely: Collecting the Moments that Matter,Five,Nonfiction,Books,£29.14,£29.14,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/f8/c7/f8c761844f257fed04cce95f9506cba4.jpg
"Living Leadership by Insight: A Good Leader Achieves, a Great Leader Builds Monuments",Four,Default,Books,£46.91,£46.91,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/b3/20/b3201b03b2fd03915b1f85522be971af.jpg
Let It Out: A Journey Through Journaling,Five,Nonfiction,Books,£26.79,£26.79,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/2c/15/2c157b05b7b7014be2a05a5bdeca80e7.jpg
Lady Midnight (The Dark Artifices #1),Five,Default,Books,£16.28,£16.28,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/bb/80/bb80ecf408c9ecf1cc3652fa8947d245.jpg
"It's All Easy: Healthy, Delicious Weeknight Meals in under 30 Minutes",One,Food and Drink,Books,£19.55,£19.55,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/38/08/380869ceca4ab70f8620b02187bdf60a.jpg
Island of Dragons (Unwanteds #7),One,Fantasy,Books,£29.65,£29.65,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/0f/65/0f6563cce3cc893cde20b088f6fd4107.jpg
I Know What I'm Doing -- and Other Lies I Tell Myself: Dispatches from a Life Under Construction,Four,Humor,Books,£25.98,£25.98,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/04/ab/04ab560690b2383512d2fdf4c6366b1e.jpg
I Am Pilgrim (Pilgrim #1),Four,Fiction,Books,£10.60,£10.60,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/8d/a3/8da36f821f35b795a3a420c84ca9737e.jpg
"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",Five,Humor,Books,£14.75,£14.75,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/25/1d/251df0eb9b321159b0ee348d4a9da2af.jpg
"Hush, Hush (Hush, Hush #1)",Three,Default,Books,£47.02,£47.02,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/0d/e9/0de97404e7bbd00d7aa6cd429b0de1da.jpg
Hold Your Breath (Search and Rescue #1),One,Romance,Books,£28.82,£28.82,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/3d/4d/3d4d8e92429144f6c807adc4b15b7f80.jpg
Hamilton: The Revolution,Three,Nonfiction,Books,£58.79,£58.79,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/03/1f/031f508a4a8ef70743ea7e9d4f598d38.jpg
Greek Mythic History,Five,Default,Books,£10.23,£10.23,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/b0/45/b04568c8b10a2aef00eaecafefac7ee0.jpg
God: The Most Unpleasant Character in All Fiction,Five,Religion,Books,£30.03,£30.03,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/41/d8/41d8915a712c2a56f1c5182c11445551.jpg
Glory over Everything: Beyond The Kitchen House,Three,Historical Fiction,Books,£45.84,£45.84,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/06/ac/06ac98df817412ce2419c4509fa98c80.jpg
Feathers: Displays of Brilliant Plumage,Three,Art,Books,£49.05,£49.05,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/0a/d4/0ad48326a0d2dbda145c94e1d50ef673.jpg
"Far & Away: Places on the Brink of Change: Seven Continents, Twenty-Five Years",Four,Nonfiction,Books,£15.06,£15.06,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/65/c4/65c4530fe298242e8b64c9ab8dd0c2d6.jpg
Every Last Word,Three,Default,Books,£46.47,£46.47,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/c8/2d/c82df316ba150c761cd0b42b05930697.jpg
Eligible (The Austen Project #4),Three,Fiction,Books,£27.09,£27.09,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/0a/9a/0a9a0b211bee87b544bd97a8320a0b73.jpg
El Deafo,Five,Sequential Art,Books,£57.62,£57.62,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/95/4b/954b63f24b0e4c1c5ce494b33f694b73.jpg
Eight Hundred Grapes,Four,Fiction,Books,£14.39,£14.39,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/5b/34/5b34d6d54467af2d5e44a5f91031adf2.jpg
"Eaternity: More than 150 Deliciously Easy Vegan Recipes for a Long, Healthy, Satisfied, Joyful Life",Five,Nonfiction,Books,£51.75,£51.75,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/8e/93/8e93f7095bcb98006b620dae07ef5514.jpg
"Eat Fat, Get Thin",Two,Health,Books,£54.07,£54.07,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/a7/6b/a76b04d5de0b2f8f038c9ac27f4d2a42.jpg
Don't Get Caught,One,Young Adult,Books,£55.35,£55.35,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/78/11/78112d48a74583a7acc24a2b46a9f59d.jpg
Doctor Sleep (The Shining #2),Two,Horror,Books,£40.12,£40.12,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/30/05/30053f9d8549febc67059c52fca65744.jpg
Demigods & Magicians: Percy and Annabeth Meet the Kanes (Percy Jackson & Kane Chronicles Crossover #1-3),Five,Fantasy,Books,£37.51,£37.51,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/b7/d5/b7d558f31dc9803aeb6c76009fdea5bc.jpg
Dear Mr. Knightley,Five,Fiction,Books,£11.21,£11.21,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/e1/8d/e18dc724d16d7501dcaaa56bdb49c16d.jpg
Daily Fantasy Sports,One,Default,Books,£36.58,£36.58,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/f6/65/f6656d023fae1a6219bbe85219d59fd2.jpg
Crazy Love: Overwhelmed by a Relentless God,Two,Christian,Books,£47.72,£47.72,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/5d/34/5d344393618369df3f560e018b1d9853.jpg
Cometh the Hour (The Clifton Chronicles #6),Three,Fiction,Books,£25.01,£25.01,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/a0/f6/a0f6ff77c5f4604f88b1c74bbf669995.jpg
Code Name Verity (Code Name Verity #1),Four,Add a comment,Books,£22.13,£22.13,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/65/9a/659ada7d88e3bda8db70f7e5312a39e2.jpg
Clockwork Angel (The Infernal Devices #1),One,Default,Books,£44.14,£44.14,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/2f/9f/2f9ff4e4be85da448b02108171b54c3b.jpg
City of Glass (The Mortal Instruments #3),Four,Fantasy,Books,£56.02,£56.02,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/10/66/106624e3f3bf865390255be16dfb71d8.jpg
City of Fallen Angels (The Mortal Instruments #4),Four,Default,Books,£11.23,£11.23,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/21/46/2146903b83225c6a74b42a0f19a54e5d.jpg
City of Bones (The Mortal Instruments #1),One,Default,Books,£43.28,£43.28,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/7e/98/7e987ded586edb92faf57a0af78f1498.jpg
City of Ashes (The Mortal Instruments #2),One,Default,Books,£47.27,£47.27,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/f0/90/f090a59e89a8d38bb1bcdc2137b18262.jpg
Cell,Four,Add a comment,Books,£20.29,£20.29,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/03/da/03da11f81eda5e742df8a39e90c21c70.jpg
Catching Jordan (Hundred Oaks),Three,Young Adult,Books,£50.83,£50.83,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/f4/8b/f48b76634af0040d4eea1ee896d3676b.jpg
"Carry On, Warrior: Thoughts on Life Unarmed",Three,Default,Books,£31.85,£31.85,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/d1/6b/d16b11b4c957d39bea33a43a96bf9e4c.jpg
Carrie,Two,Default,Books,£46.23,£46.23,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/6b/79/6b794e3dc0a32702b2132e2195f6c30f.jpg
Buying In: The Secret Dialogue Between What We Buy and Who We Are,Four,Nonfiction,Books,£37.80,£37.80,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/db/36/db3686ef6b30490998c1b24dbdf730d8.jpg
Brain on Fire: My Month of Madness,Five,Nonfiction,Books,£49.32,£49.32,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/03/2c/032c97318d71f028d40ab6f5d2ae023f.jpg
Batman: Europa,Two,Sequential Art,Books,£32.01,£32.01,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/dc/f7/dcf7314eb8526366ae9179d1f94bc78e.jpg
Barefoot Contessa Back to Basics,One,Food and Drink,Books,£28.01,£28.01,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/29/b1/29b1f537504f37527f1bf8182559684e.jpg
Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,Five,Food and Drink,Books,£50.62,£50.62,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/4e/92/4e92fef6b2d96fb732480c484dcb1a98.jpg
Balloon Animals,Three,Fiction,Books,£17.03,£17.03,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/f3/fc/f3fc38185b3b6ede38fd9dea2590c01f.jpg
Art Ops Vol. 1,Three,Sequential Art,Books,£48.80,£48.80,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/36/36/3636bc73e33a70300d8265667373d622.jpg
Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1),Four,Young Adult,Books,£58.14,£58.14,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/e5/3a/e53a42b20d0c60634289aaad3fbb75c6.jpg
Angels Walking (Angels Walking #1),Two,Add a comment,Books,£34.20,£34.20,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/ba/d9/bad95369105e8e403bf1f2b9288c5e41.jpg
Angels & Demons (Robert Langdon #1),Three,Default,Books,£51.48,£51.48,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/c2/fd/c2fd7fed7aa38d095127d2ec62726b17.jpg
All the Light We Cannot See,Five,Historical,Books,£29.87,£29.87,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/a6/96/a696c1d6bb1ff8f65f51a116160b2aef.jpg
"Adulthood Is a Myth: A ""Sarah's Scribbles"" Collection",Two,Sequential Art,Books,£10.90,£10.90,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/bd/b8/bdb8adf93cb0a6778930ccd543dd9b37.jpg
Abstract City,Five,Nonfiction,Books,£56.37,£56.37,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/5f/5e/5f5e2741d6c84f05fdd5adf8ba0d5642.jpg
A Time of Torment (Charlie Parker #14),Five,Mystery,Books,£48.35,£48.35,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/f1/37/f137a410ed7d6fcfce17d081caf97915.jpg
A Study in Scarlet (Sherlock Holmes #1),Two,Mystery,Books,£16.73,£16.73,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/27/40/274003f2720f82844873945b87af6c19.jpg
"A Series of Catastrophes and Miracles: A True Story of Love, Science, and Cancer",Two,Add a comment,Books,£56.48,£56.48,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/07/5f/075fff6094c0805f9f6b9e12561aeb87.jpg
A People's History of the United States,Two,Add a comment,Books,£40.79,£40.79,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/bd/93/bd930adc47ee0dc240f8134f70f431ad.jpg
A Man Called Ove,One,Fiction,Books,£39.72,£39.72,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/e9/e2/e9e22f047d6733f6c9dbbb8bf5342b09.jpg
A Distant Mirror: The Calamitous 14th Century,Three,History,Books,£14.58,£14.58,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/d8/0a/d80ac19cd0aef94c5ac257b1eb3c1d37.jpg
A Brush of Wings (Angels Walking #3),One,Add a comment,Books,£55.51,£55.51,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/19/11/1911d173c8e812518900af9aa16d9e46.jpg
1491: New Revelations of the Americas Before Columbus,Three,History,Books,£21.80,£21.80,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/2d/d2/2dd235d80326531092c70e191d630c7d.jpg
"The Three Searches, Meaning, and the Story",Three,Default,Books,£13.33,£13.33,£0.00,In stock (13 available),https://books.toscrape.com//media/cache/35/ec/35ec45c2c5ed5eceb29fe5823ee9744e.jpg
Searching for Meaning in Gailana,One,Fantasy,Books,£38.73,£38.73,£0.00,In stock (13 available),https://books.toscrape.com//media/cache/9e/b4/9eb4396139c421fc9f832011c68adb2c.jpg
Rook,Four,Add a comment,Books,£37.86,£37.86,£0.00,In stock (13 available),https://books.toscrape.com//media/cache/64/ab/64ab238bea10c4f25fa5bc9129a35370.jpg
My Kitchen Year: 136 Recipes That Saved My Life,Two,Food and Drink,Books,£11.53,£11.53,£0.00,In stock (13 available),https://books.toscrape.com//media/cache/70/48/7048787b6fdc04627217bf39465acb7e.jpg
13 Hours: The Inside Account of What Really Happened In Benghazi,One,Nonfiction,Books,£27.06,£27.06,£0.00,In stock (13 available),https://books.toscrape.com//media/cache/db/8d/db8dda82c57fd0c2b466d40c04ed6075.jpg
Will You Won't You Want Me?,Three,Womens Fiction,Books,£13.86,£13.86,£0.00,In stock (12 available),https://books.toscrape.com//media/cache/b9/ef/b9efe934eaeb1f51ad31a971188d7bc3.jpg
Tipping Point for Planet Earth: How Close Are We to the Edge?,One,Science,Books,£37.55,£37.55,£0.00,In stock (12 available),https://books.toscrape.com//media/cache/8e/cb/8ecbec21e76445ee83229a439e22aeaa.jpg
The Star-Touched Queen,Five,Fantasy,Books,£32.30,£32.30,£0.00,In stock (12 available),https://books.toscrape.com//media/cache/dc/57/dc57f908a0a2e130a5c065893a9005dd.jpg
The Silent Sister (Riley MacPherson #1),Five,Fiction,Books,£46.29,£46.29,£0.00,In stock (12 available),https://books.toscrape.com//media/cache/98/df/98df70802a22c17dac6026645da4ab87.jpg
The Midnight Watch: A Novel of the Titanic and the Californian,One,Add a comment,Books,£26.20,£26.20,£0.00,In stock (12 available),https://books.toscrape.com//media/cache/d8/63/d8630e50f24c22765c9591a9297ff2e1.jpg
The Lonely City: Adventures in the Art of Being Alone,Two,Nonfiction,Books,£33.26,£33.26,£0.00,In stock (12 available),https://books.toscrape.com//media/cache/79/66/79660d2683a90670aa014cae6e02b2dc.jpg
The Gray Rhino: How to Recognize and Act on the Obvious Dangers We Ignore,Four,Add a comment,Books,£59.15,£59.15,£0.00,In stock (12 available),https://books.toscrape.com//media/cache/39/a9/39a9cca83d84bff87903d4addbef4941.jpg
The Golden Condom: And Other Essays on Love Lost and Found,One,Psychology,Books,£39.43,£39.43,£0.00,In stock (12 available),https://books.toscrape.com//media/cache/e8/b4/e8b404939ad2b1cc9d896ba646919b17.jpg
The Epidemic (The Program 0.6),Five,Young Adult,Books,£14.44,£14.44,£0.00,In stock (12 available),https://books.toscrape.com//media/cache/b6/2f/b62f16c69886271a55d3717883323283.jpg
The Dinner Party,Two,Fiction,Books,£56.54,£56.54,£0.00,In stock (12 available),https://books.toscrape.com//media/cache/a5/ad/a5ad88ff798c629eb24b19188c1ea902.jpg
The Diary of a Young Girl,Three,Nonfiction,Books,£59.90,£59.90,£0.00,In stock (12 available),https://books.toscrape.com//media/cache/eb/26/eb2622ca0a304963d3bac0efa1bad775.jpg
The Children,Three,Add a comment,Books,£11.88,£11.88,£0.00,In stock (12 available),https://books.toscrape.com//media/cache/b3/0b/b30bf2a60739293261c9a997c7ae2ef6.jpg
Stars Above (The Lunar Chronicles #4.5),Two,Young Adult,Books,£48.05,£48.05,£0.00,In stock (12 available),https://books.toscrape.com//media/cache/8f/22/8f221677f6d28eba048ebb505fcfd90a.jpg
Snatched: How A Drug Queen Went Undercover for the DEA and Was Kidnapped By Colombian Guerillas,Three,Nonfiction,Books,£21.21,£21.21,£0.00,In stock (12 available),https://books.toscrape.com//media/cache/17/95/17955609393fb4348e2321228d3e3e4f.jpg
Raspberry Pi Electronics Projects for the Evil Genius,Four,Default,Books,£49.67,£49.67,£0.00,In stock (12 available),https://books.toscrape.com//media/cache/47/a4/47a4a73d7e52e43ea0550ddd5d9ed034.jpg
Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two,One,Business,Books,£43.14,£43.14,£0.00,In stock (12 available),https://books.toscrape.com//media/cache/fe/1a/fe1afbd5caf79c3c957bfc5cf46f141e.jpg
